cluster,source,target,weight
3,sorcellerie,tuera,0.9970366954803467
3,sorcellerie,lointain,0.9970309138298035
5,sorcellerie,baptisé,0.9978667497634888
5,sorcellerie,troublant,0.9978647232055664
5,sorcellerie,strebelle,0.9976739287376404
5,sorcellerie,délibérément,0.9975824356079102
5,sorcellerie,ser,0.9975584149360657
5,sorcellerie,menaçant,0.9975353479385376
5,sorcellerie,dynamisme,0.9975321888923645
5,sorcellerie,morny,0.9975307583808899
5,sorcellerie,colette,0.9974784255027771
5,sorcellerie,marxiste,0.9974638223648071
5,sorcellerie,arrestation,0.997451901435852
5,sorcellerie,berceau,0.9974488615989685
5,sorcellerie,marteau,0.9974488019943237
5,sorcellerie,féerique,0.9974380135536194
5,sorcellerie,auxquelles,0.9974356293678284
5,sorcellerie,subit,0.9974216818809509
5,sorcellerie,accompagnement,0.9974194169044495
5,sorcellerie,sacre,0.9974194169044495
5,sorcellerie,emprunta,0.9973962306976318
5,sorcellerie,culminant,0.9973920583724976
0,femme,fille,0.9641416072845459
0,femme,sorcière,0.9497498869895935
0,femme,mari,0.9448420405387878
0,femme,petite,0.9376046657562256
0,femme,père,0.932592511177063
0,femme,fils,0.9306766390800476
0,femme,épouse,0.9296550154685974
0,femme,fit,0.9288936257362366
0,femme,vieille,0.9281603693962097
0,femme,tête,0.9258827567100525
0,femme,jeune,0.9246799945831299
0,femme,fleur,0.9198964834213257
0,femme,petit,0.9180163145065308
0,femme,dame,0.9096707701683044
0,femme,frère,0.9046484231948853
0,femme,belle,0.8996652364730835
0,femme,garçon,0.8983148336410522
0,femme,visage,0.8981271386146545
0,femme,faisait,0.8962609171867371
0,femme,allait,0.8961320519447327
1,femme,vacances,0.9665804505348206
1,femme,venez,0.9552497863769531
1,femme,citadelle,0.9525213241577148
1,femme,journal,0.9489396810531616
1,femme,chez,0.9237838387489319
1,femme,famille,0.9209201335906982
1,femme,questions,0.9188393354415894
1,femme,réponses,0.9025829434394836
1,femme,donc,0.902485191822052
1,femme,ohé,0.9023222327232361
1,femme,liège,0.8960440754890442
1,femme,école,0.8955239057540894
1,femme,hainaut,0.8856585025787354
1,femme,projecteur,0.8854617476463318
1,femme,lit,0.8786951899528503
1,femme,aimer,0.8752889633178711
1,femme,buissonnière,0.8736584782600403
1,femme,saut,0.8665561079978943
1,femme,séquence,0.8647227883338928
1,femme,lettoriere,0.8628284931182861
2,femme,jeune,0.9753825068473816
2,femme,tant,0.9685806035995483
2,femme,trop,0.9635909795761108
2,femme,savait,0.9628167152404785
2,femme,temps,0.9592649936676025
2,femme,histoire,0.9588753581047058
2,femme,dieu,0.958398699760437
2,femme,hommes,0.9566773772239685
2,femme,contre,0.9553141593933105
2,femme,ombre,0.9549617767333984
2,femme,jamais,0.9549524784088135
2,femme,entoure,0.9546778798103333
2,femme,cœur,0.9546190500259399
2,femme,gai,0.9544438123703003
2,femme,mort,0.9542772769927979
2,femme,tard,0.9542616009712219
2,femme,passage,0.9538357853889465
2,femme,avia,0.9531180262565613
2,femme,caruso,0.9524251818656921
2,femme,birgel,0.9516526460647583
3,femme,mère,0.9584718346595764
3,femme,fille,0.9551466107368469
3,femme,sorcière,0.9419237375259399
3,femme,fils,0.9417622685432434
3,femme,père,0.9414207935333252
3,femme,mari,0.9412109851837158
3,femme,enfant,0.9359924793243408
3,femme,mort,0.9103475213050842
3,femme,solitude,0.9102379083633423
3,femme,jolie,0.9100239872932434
3,femme,vieille,0.9092864990234375
3,femme,belle,0.9089210033416748
3,femme,petite,0.9075915813446045
3,femme,médecin,0.9074543714523315
3,femme,élève,0.9072865843772888
3,femme,américaine,0.9057453870773315
3,femme,garçon,0.904441773891449
3,femme,amie,0.9040858745574951
3,femme,frère,0.9039039611816406
3,femme,enfance,0.9037697315216064
4,femme,journal,0.9254431128501892
4,femme,vacances,0.9247914552688599
4,femme,midi,0.9237034320831299
4,femme,après,0.9227321147918701
4,femme,aimer,0.9004420042037964
4,femme,liège,0.8966653347015381
4,femme,lit,0.8747711777687073
4,femme,actualité,0.8700637221336365
4,femme,spécial,0.8661947250366211
4,femme,saut,0.8632697463035583
4,femme,famille,0.8555435538291931
4,femme,libre,0.8461182117462158
4,femme,centre,0.8375636339187622
4,femme,déjeuner,0.8372982144355774
4,femme,école,0.8349751234054565
4,femme,parlé,0.8320374488830566
4,femme,formule,0.8262093663215637
4,femme,heure,0.823736310005188
4,femme,buissonnière,0.8180736899375916
4,femme,sorcière,0.8172406554222107
5,femme,sorcière,0.9485200643539429
5,femme,fille,0.9446374177932739
5,femme,petite,0.9360724091529846
5,femme,jeune,0.9325745105743408
5,femme,bonne,0.9325128793716431
5,femme,jolie,0.9321977496147156
5,femme,belle,0.9300945401191711
5,femme,personnage,0.9203489422798157
5,femme,homme,0.9201361536979675
5,femme,mère,0.920133113861084
5,femme,vieille,0.9178683757781982
5,femme,idée,0.9148361086845398
5,femme,beau,0.9096735715866089
5,femme,voix,0.908666729927063
5,femme,quelle,0.9079744219779968
5,femme,vedette,0.906913161277771
5,femme,épouse,0.9067606329917908
5,femme,toute,0.9066326022148132
5,femme,enfant,0.9042810201644897
5,femme,donne,0.9036362171173096
0,procès,partir,0.9717462062835693
0,procès,italie,0.9680442810058594
0,procès,reprise,0.9668158888816833
0,procès,tribunal,0.9664190411567688
0,procès,fête,0.9659803509712219
0,procès,semaine,0.9659035801887512
0,procès,lors,0.9653875827789307
0,procès,floraison,0.9650636911392212
0,procès,termina,0.9644431471824646
0,procès,prochaine,0.9639339447021484
0,procès,parcouru,0.9629878401756287
0,procès,domicile,0.9624876976013184
0,procès,terminée,0.9623966813087463
0,procès,vint,0.9622399210929871
0,procès,campagne,0.9621549248695374
0,procès,quarante,0.9618196487426758
0,procès,léopoldville,0.9617238640785217
0,procès,tournée,0.9613776206970215
0,procès,battu,0.9607473611831665
0,procès,veille,0.9607271552085876
1,procès,george,0.9972705841064453
1,procès,robot,0.9971797466278076
1,procès,trésor,0.9971244931221008
1,procès,bande,0.9966285824775696
1,procès,enseignement,0.9965983629226685
1,procès,président,0.9965593218803406
1,procès,attaché,0.9965332746505737
1,procès,intitulée,0.9964902400970459
1,procès,type,0.9964559674263
1,procès,lune,0.9964417815208435
1,procès,docteur,0.9963958263397217
1,procès,différentes,0.9963656067848206
1,procès,étude,0.996361255645752
1,procès,section,0.9963608980178833
1,procès,prince,0.9963396787643433
1,procès,etre,0.9963356256484985
1,procès,tourne,0.9963218569755554
1,procès,réalisée,0.9963216781616211
1,procès,extra,0.9963122010231018
1,procès,anastasia,0.9962936639785767
2,procès,horde,0.9980429410934448
2,procès,hlm,0.9980096220970154
2,procès,dav,0.9979318380355835
2,procès,royaume,0.9979283809661865
2,procès,bagarre,0.9978134036064148
2,procès,heinz,0.9978005290031433
2,procès,couleur,0.9977391958236694
2,procès,herbe,0.9976562261581421
2,procès,verte,0.9975587129592896
2,procès,menteuse,0.9975003004074097
2,procès,gabln,0.997493326663971
2,procès,tahiti,0.9974166750907898
2,procès,silvana,0.9973476529121399
2,procès,prack,0.9973238706588745
2,procès,erotissimo,0.9972748160362244
2,procès,rêves,0.9972624182701111
2,procès,ernest,0.997242271900177
2,procès,paolo,0.9972379803657532
2,procès,stamp,0.9972267746925354
2,procès,ave,0.9972180128097534
3,procès,second,0.9959494471549988
3,procès,cache,0.9955567717552185
3,procès,actualité,0.9953409433364868
3,procès,méthode,0.9943494200706482
3,procès,faim,0.9943090677261353
3,procès,meme,0.9942653775215149
3,procès,accent,0.9941668510437012
3,procès,aperçoit,0.9941248893737793
3,procès,affirme,0.9941220879554749
3,procès,impose,0.9940991401672363
3,procès,durée,0.9939913749694824
3,procès,triste,0.9937772154808044
3,procès,mène,0.9937087893486023
3,procès,carrière,0.993687629699707
3,procès,totale,0.9935790300369263
3,procès,regarde,0.9935176968574524
3,procès,folie,0.9934824109077454
3,procès,conclusion,0.9934597611427307
3,procès,devine,0.9934196472167969
3,procès,facile,0.993411123752594
4,procès,parlera,0.9964770674705505
4,procès,comtesse,0.9958332777023315
4,procès,satisfaction,0.9957841038703918
4,procès,comportant,0.9957252144813538
4,procès,longs,0.9956997036933899
4,procès,propre,0.9956976771354675
4,procès,dany,0.9956154227256775
4,procès,brésil,0.995603084564209
4,procès,auront,0.9955053329467773
4,procès,1953,0.995449960231781
4,procès,championne,0.9954168200492859
4,procès,146,0.9954106211662292
4,procès,age,0.9954068660736084
4,procès,favori,0.9953926801681519
4,procès,cents,0.9953332543373108
4,procès,course,0.9953330755233765
4,procès,mgr,0.9953218102455139
4,procès,historique,0.9953147768974304
4,procès,triompher,0.9953101873397827
4,procès,intitulé,0.9953039884567261
5,procès,discours,0.9963592290878296
5,procès,composée,0.9962545037269592
5,procès,ventre,0.9962377548217773
5,procès,revit,0.9962136745452881
5,procès,alerte,0.9961960315704346
5,procès,collaboration,0.9961497187614441
5,procès,étend,0.996082067489624
5,procès,séduite,0.9960411190986633
5,procès,pensées,0.995945394039154
5,procès,consécration,0.9956594109535217
5,procès,entraîné,0.9956316947937012
5,procès,bar,0.9955466985702515
5,procès,lancé,0.9955242276191711
5,procès,immeuble,0.995485246181488
5,procès,che,0.995469868183136
5,procès,examen,0.9954596161842346
5,procès,dessiné,0.9954477548599243
5,procès,accrue,0.9954412579536438
5,procès,chaleureux,0.9954341053962708
5,procès,toilettes,0.9954321980476379
0,accusation,déclarer,0.9926318526268005
0,accusation,décrit,0.9910461902618408
0,accusation,finckel,0.9908600449562073
0,accusation,cherché,0.9907612800598145
0,accusation,fixé,0.99072265625
0,accusation,claire,0.9906712174415588
0,accusation,brésilienne,0.9904877543449402
0,accusation,affirmé,0.9904255270957947
0,accusation,objectif,0.990286111831665
0,accusation,excessif,0.9897232055664062
0,accusation,rendait,0.9892479777336121
0,accusation,explication,0.9891093969345093
0,accusation,convenu,0.9890493154525757
0,accusation,révolution,0.9889995455741882
0,accusation,convaincu,0.9889066219329834
0,accusation,affirme,0.9887658953666687
0,accusation,désormais,0.9886702299118042
0,accusation,portefeuille,0.988588273525238
0,accusation,attendait,0.9885383248329163
0,accusation,revenir,0.9884781241416931
3,accusation,succession,0.9976342916488647
3,accusation,continuité,0.9976072907447815
3,accusation,embarquer,0.997560977935791
3,accusation,tempérée,0.9973375797271729
3,accusation,transparente,0.9973320364952087
3,accusation,étiquette,0.9973044991493225
3,accusation,invraisemblable,0.9972826242446899
3,accusation,tracé,0.997280478477478
3,accusation,nuage,0.9972151517868042
3,accusation,interview,0.9971908926963806
3,accusation,élection,0.9971432685852051
3,accusation,inexplicable,0.9971286058425903
3,accusation,pan,0.9970927834510803
3,accusation,accueillir,0.997072696685791
3,accusation,vend,0.997072160243988
3,accusation,reprend,0.9970272779464722
3,accusation,invasion,0.9970262050628662
3,accusation,vacher,0.9970242381095886
3,accusation,signée,0.9970239996910095
3,accusation,ouvrit,0.9970221519470215
4,accusation,scénario,0.9966492056846619
4,accusation,émotivité,0.996353805065155
4,accusation,apparition,0.9962659478187561
4,accusation,excellente,0.9961404204368591
4,accusation,restait,0.9960818886756897
4,accusation,modeste,0.9960589408874512
4,accusation,lesquels,0.9959835410118103
4,accusation,visites,0.9959357976913452
4,accusation,proie,0.9958900213241577
4,accusation,tiens,0.9958813786506653
4,accusation,due,0.9958755373954773
4,accusation,ingénu,0.9958731532096863
4,accusation,admiration,0.995851993560791
4,accusation,base,0.9958117604255676
4,accusation,acteur,0.9957922697067261
4,accusation,échapper,0.9957773685455322
4,accusation,navire,0.9957683086395264
4,accusation,serviette,0.9957556128501892
4,accusation,naturellement,0.9957242012023926
4,accusation,située,0.9957230091094971
5,accusation,clos,0.9979127049446106
5,accusation,voué,0.9977317452430725
5,accusation,ultra,0.9976981282234192
5,accusation,paupières,0.9976166486740112
5,accusation,nor,0.997589647769928
5,accusation,gazon,0.9974398016929626
5,accusation,serrée,0.9974327087402344
5,accusation,renforcer,0.9974066615104675
5,accusation,excellemment,0.997376561164856
5,accusation,abdel,0.9973753094673157
5,accusation,sinatra,0.9973524808883667
5,accusation,fêter,0.9973417520523071
5,accusation,lointaines,0.9973171353340149
5,accusation,éloges,0.997301459312439
5,accusation,conditionné,0.9972891807556152
5,accusation,résider,0.99727863073349
5,accusation,domestique,0.9972683787345886
5,accusation,jardinage,0.9972675442695618
5,accusation,lourdement,0.9972674250602722
5,accusation,loup,0.9972584247589111
0,justice,rappelé,0.9725578427314758
0,justice,information,0.9717337489128113
0,justice,présenté,0.9698408842086792
0,justice,annonce,0.9695219993591309
0,justice,parole,0.9686254262924194
0,justice,accueilli,0.9683422446250916
0,justice,rendu,0.9674891233444214
0,justice,assistait,0.966923713684082
0,justice,publié,0.9660958051681519
0,justice,ambassade,0.9655855298042297
0,justice,initiative,0.9651704430580139
0,justice,parlementaire,0.9649325013160706
0,justice,exposé,0.964859127998352
0,justice,discours,0.9640655517578125
0,justice,sénat,0.9631627202033997
0,justice,boeynants,0.9631212949752808
0,justice,examen,0.9619101881980896
0,justice,procureur,0.9617874622344971
0,justice,hommage,0.9612422585487366
0,justice,siège,0.9611431360244751
1,justice,paradis,0.996355414390564
1,justice,fonds,0.9962591528892517
1,justice,david,0.9961902499198914
1,justice,last,0.9961890578269958
1,justice,héritage,0.9961729645729065
1,justice,jules,0.9961663484573364
1,justice,metteur,0.9961384534835815
1,justice,roland,0.9960677623748779
1,justice,slavia,0.9957998991012573
1,justice,bridge,0.9957902431488037
1,justice,aus,0.9957886934280396
1,justice,blankenberge,0.9957627058029175
1,justice,commercial,0.9957563281059265
1,justice,sofia,0.9957560896873474
1,justice,portant,0.9957379698753357
1,justice,wery,0.9957177639007568
1,justice,sos,0.995686411857605
1,justice,bayer,0.9956822991371155
1,justice,lutter,0.9956796169281006
1,justice,excellents,0.9956480264663696
2,justice,fil,0.9981124401092529
2,justice,gagner,0.9980699419975281
2,justice,action,0.997758686542511
2,justice,sorciere,0.9977573752403259
2,justice,dos,0.9977524280548096
2,justice,campagne,0.9977417588233948
2,justice,tissier,0.9976820349693298
2,justice,avis,0.9976730346679688
2,justice,palmer,0.9976603388786316
2,justice,vis,0.9976297616958618
2,justice,eux,0.9976285099983215
2,justice,tres,0.99759441614151
2,justice,cest,0.9975836277008057
2,justice,hier,0.9975646138191223
2,justice,vit,0.9975574016571045
2,justice,stanley,0.9975413084030151
2,justice,grâce,0.9975336194038391
2,justice,ultra,0.9974852204322815
2,justice,rai,0.9974798560142517
2,justice,souplex,0.9974795579910278
3,justice,normal,0.9961649179458618
3,justice,ennui,0.9960272312164307
3,justice,absolument,0.9960233569145203
3,justice,accepter,0.9956991076469421
3,justice,attente,0.9954366683959961
3,justice,but,0.9953132271766663
3,justice,réellement,0.9952837824821472
3,justice,réserve,0.9951595664024353
3,justice,évidence,0.9951556921005249
3,justice,faible,0.9951318502426147
3,justice,traverse,0.9950862526893616
3,justice,folie,0.9950421452522278
3,justice,saveur,0.9950063824653625
3,justice,accord,0.9949965476989746
3,justice,répondre,0.9949812293052673
3,justice,sérieux,0.9949675798416138
3,justice,impose,0.9948546290397644
3,justice,faim,0.9948251247406006
3,justice,échappé,0.9948024749755859
3,justice,portrait,0.9947577118873596
4,justice,pâques,0.9957093596458435
4,justice,prochainement,0.9956777691841125
4,justice,ironie,0.9956327080726624
4,justice,liliane,0.9955101609230042
4,justice,toni,0.995377242565155
4,justice,course,0.9953621029853821
4,justice,1955,0.9952718615531921
4,justice,fataliste,0.9952172040939331
4,justice,lebrun,0.995202898979187
4,justice,1949,0.9951683282852173
4,justice,raisin,0.995123028755188
4,justice,burattini,0.9951133728027344
4,justice,nul,0.9950209856033325
4,justice,eglise,0.9949936866760254
4,justice,cappi,0.9949830770492554
4,justice,shakespeare,0.9949465990066528
4,justice,section,0.9949454665184021
4,justice,rétrospective,0.9949279427528381
4,justice,insolite,0.9949164986610413
4,justice,modifiant,0.9949085712432861
5,justice,épreuve,0.9952199459075928
5,justice,moitié,0.9950172305107117
5,justice,hier,0.9950000643730164
5,justice,battre,0.9949594140052795
5,justice,ile,0.9944173097610474
5,justice,pénètre,0.9942910671234131
5,justice,faveur,0.99419105052948
5,justice,menace,0.9941298365592957
5,justice,bruit,0.9941114783287048
5,justice,occupe,0.9940177798271179
5,justice,considéré,0.9939494729042053
5,justice,précis,0.9938945174217224
5,justice,finir,0.9937146902084351
5,justice,revient,0.993689239025116
5,justice,repos,0.9936803579330444
5,justice,attente,0.9936544895172119
5,justice,bateau,0.9936471581459045
5,justice,parla,0.9936422109603882
5,justice,présenter,0.9936410188674927
5,justice,créer,0.9936312437057495
0,homme,petit,0.9450927972793579
0,homme,amour,0.9415386915206909
0,homme,fille,0.9365590214729309
0,homme,fleur,0.9222734570503235
0,homme,impossible,0.9202551245689392
0,homme,père,0.9188374876976013
0,homme,mari,0.9176914691925049
0,homme,ton,0.9158778190612793
0,homme,esprit,0.914100706577301
0,homme,propre,0.9113578200340271
0,homme,livre,0.9111064672470093
0,homme,faisait,0.9103674292564392
0,homme,beau,0.9099318385124207
0,homme,jeu,0.9089357852935791
0,homme,seul,0.9079089760780334
0,homme,répondit,0.9070762991905212
0,homme,personnage,0.9068992733955383
0,homme,jeune,0.9068502187728882
0,homme,ami,0.9066556096076965
0,homme,sourire,0.9058542251586914
1,homme,histoire,0.9615362286567688
1,homme,fer,0.9579631686210632
1,homme,métiers,0.95527583360672
1,homme,animaux,0.9531372785568237
1,homme,naturelles,0.9492147564888
1,homme,premiere,0.9486707448959351
1,homme,fabeltjeskrant,0.9486556649208069
1,homme,allemand,0.9470668435096741
1,homme,reportage,0.9466413259506226
1,homme,sciences,0.946630597114563
1,homme,ouest,0.9462869167327881
1,homme,lecture,0.9457892179489136
1,homme,débat,0.9452148079872131
1,homme,écran,0.9428887367248535
1,homme,pièce,0.9428195953369141
1,homme,film,0.9424062967300415
1,homme,football,0.9420126676559448
1,homme,italiens,0.9415538907051086
1,homme,information,0.9412829875946045
1,homme,cirque,0.941241443157196
2,homme,monaco,0.9766036868095398
2,homme,nova,0.9735426902770996
2,homme,roma,0.9725483655929565
2,homme,cineac,0.9713784456253052
2,homme,novelty,0.9683407545089722
2,homme,eldo,0.9673187732696533
2,homme,hom,0.9670907258987427
2,homme,luxor,0.9663538336753845
2,homme,metro,0.9663002490997314
2,homme,pax,0.9651690721511841
2,homme,ouest,0.9639667272567749
2,homme,forest,0.9633363485336304
2,homme,amants,0.9626781344413757
2,homme,normandie,0.9622762799263
2,homme,prince,0.9616212248802185
2,homme,alfa,0.9609643220901489
2,homme,edison,0.95964115858078
2,homme,wagram,0.9595221281051636
2,homme,odeon,0.959035336971283
2,homme,riga,0.9588099122047424
3,homme,écrivain,0.9114503860473633
3,homme,mère,0.8996669054031372
3,homme,femme,0.8886740803718567
3,homme,veut,0.8882769346237183
3,homme,donner,0.8826279044151306
3,homme,secret,0.8798732757568359
3,homme,rêve,0.879288911819458
3,homme,mari,0.8785176277160645
3,homme,celui,0.8772847056388855
3,homme,devient,0.8756375312805176
3,homme,seul,0.8753443360328674
3,homme,mon,0.8750101327896118
3,homme,enfant,0.8735644221305847
3,homme,bon,0.8730543255805969
3,homme,ami,0.8725907802581787
3,homme,don,0.8720046877861023
3,homme,finit,0.8710888624191284
3,homme,écrit,0.871042788028717
3,homme,beau,0.8684055209159851
3,homme,amour,0.8682162761688232
4,homme,guerre,0.9408622980117798
4,homme,nouveau,0.9321029782295227
4,homme,lieu,0.9308441281318665
4,homme,quel,0.9284852743148804
4,homme,pendant,0.9271371960639954
4,homme,habitude,0.9266916513442993
4,homme,existe,0.9266197681427002
4,homme,fin,0.9258070588111877
4,homme,bientôt,0.9256402254104614
4,homme,quand,0.9254136681556702
4,homme,police,0.9244627356529236
4,homme,écran,0.9244451522827148
4,homme,aura,0.9243959188461304
4,homme,public,0.9243403673171997
4,homme,verre,0.9235141277313232
4,homme,air,0.9233455061912537
4,homme,question,0.9226975440979004
4,homme,couleur,0.9225090146064758
4,homme,tant,0.9224868416786194
4,homme,dans,0.9223421812057495
5,homme,cœur,0.9642820358276367
5,homme,mère,0.9539504647254944
5,homme,beau,0.9531229734420776
5,homme,coup,0.9515048861503601
5,homme,devenir,0.9442724585533142
5,homme,enfant,0.9436994194984436
5,homme,quelle,0.9429469108581543
5,homme,diable,0.9421283602714539
5,homme,personnage,0.9388755559921265
5,homme,aime,0.938572347164154
5,homme,pauvre,0.9382391571998596
5,homme,question,0.9379261136054993
5,homme,personne,0.9377681612968445
5,homme,vraiment,0.935204029083252
5,homme,jolie,0.9340814352035522
5,homme,bon,0.9337430000305176
5,homme,artiste,0.9322223663330078
5,homme,pouvait,0.9318428039550781
5,homme,allait,0.9315198063850403
5,homme,garçon,0.9314285516738892
0,musique,tragédie,0.9838792681694031
0,musique,bar,0.9835554957389832
0,musique,poche,0.9829885363578796
0,musique,vedette,0.9825710654258728
0,musique,barrière,0.9819197654724121
0,musique,formé,0.9818329811096191
0,musique,manifesté,0.9815728068351746
0,musique,donnant,0.9811643958091736
0,musique,menacé,0.9809723496437073
0,musique,interprète,0.9809316396713257
0,musique,chine,0.9808974862098694
0,musique,téléphone,0.9808726906776428
0,musique,considéré,0.9808241128921509
0,musique,tenté,0.9808178544044495
0,musique,excuse,0.9807687997817993
0,musique,grock,0.9807301759719849
0,musique,balai,0.9806325435638428
0,musique,fou,0.9806269407272339
0,musique,malheureuse,0.9806045293807983
0,musique,révolte,0.9805837869644165
1,musique,légère,0.9580345749855042
