cluster,source,target,weight
1,musique,invitation,0.9555358290672302
1,musique,variée,0.9444288015365601
1,musique,club,0.9431785941123962
1,musique,tension,0.9428409934043884
1,musique,chansons,0.9425600171089172
1,musique,univers,0.9424994587898254
1,musique,matinale,0.9424633979797363
1,musique,mélodies,0.9345455765724182
1,musique,classique,0.934145450592041
1,musique,folklore,0.9316916465759277
1,musique,vocale,0.9315320253372192
1,musique,notes,0.9311307072639465
1,musique,ancienne,0.9310663938522339
1,musique,discothèque,0.9309866428375244
1,musique,entretien,0.9308957457542419
1,musique,danse,0.9308690428733826
1,musique,jazz,0.9294437766075134
1,musique,express,0.9279595017433167
1,musique,postillon,0.9279034733772278
2,musique,présenté,0.997890055179596
2,musique,immers,0.9975929260253906
2,musique,attention,0.9975564479827881
2,musique,inoubliable,0.997517466545105
2,musique,aveo,0.9974625110626221
2,musique,rené,0.9974234104156494
2,musique,entièrement,0.9974223375320435
2,musique,ambiance,0.9974063634872437
2,musique,valent,0.9973558783531189
2,musique,grédy,0.9973362684249878
2,musique,occasion,0.9972522258758545
2,musique,berg,0.9972219467163086
2,musique,voix,0.9971615076065063
2,musique,interprète,0.9971318244934082
2,musique,roland,0.9971043467521667
2,musique,duo,0.9971034526824951
2,musique,malgré,0.9970966577529907
2,musique,shaw,0.9970288276672363
2,musique,participation,0.9970212578773499
2,musique,cadre,0.9970201849937439
3,musique,assassinat,0.9941874146461487
3,musique,marquise,0.9939678311347961
3,musique,masculine,0.993744432926178
3,musique,invitées,0.9937009811401367
3,musique,troublé,0.9936417937278748
3,musique,estorhazy,0.9932523369789124
3,musique,dune,0.9932313561439514
3,musique,choc,0.9932187795639038
3,musique,kelly,0.9930933117866516
3,musique,sélection,0.9929916262626648
3,musique,duhour,0.9929733872413635
3,musique,épiderme,0.9929376244544983
3,musique,eaubonne,0.9928650259971619
3,musique,frontière,0.9928454160690308
3,musique,fureur,0.9928140044212341
3,musique,police,0.9927644729614258
3,musique,intrigante,0.9927632808685303
3,musique,inquiet,0.9927595853805542
3,musique,gessert,0.9927375316619873
3,musique,cari,0.992709219455719
4,musique,légère,0.9773921966552734
4,musique,musiciens,0.9631547927856445
4,musique,stéréo,0.9608285427093506
4,musique,jazz,0.9547407031059265
4,musique,chambre,0.9539058208465576
4,musique,tension,0.9475966691970825
4,musique,intégrale,0.9433413147926331
4,musique,brahms,0.9421551823616028
4,musique,langue,0.9420015215873718
4,musique,mélodies,0.9409269094467163
4,musique,emissions,0.9400567412376404
4,musique,allemande,0.9394712448120117
4,musique,intermezzo,0.9394340515136719
4,musique,table,0.9393843412399292
4,musique,œuvres,0.9391602873802185
4,musique,troisième,0.9385034441947937
4,musique,postillon,0.9378818869590759
4,musique,danse,0.9374590516090393
4,musique,debussy,0.9374402165412903
4,musique,vocale,0.9371150135993958
5,musique,art,0.9640185832977295
5,musique,décor,0.9637885689735413
5,musique,large,0.9622228145599365
5,musique,américaine,0.9609864950180054
5,musique,rythme,0.9597147107124329
5,musique,disney,0.9577108025550842
5,musique,énorme,0.9574499726295471
5,musique,société,0.9562526345252991
5,musique,italien,0.9557408094406128
5,musique,xviii,0.9553159475326538
5,musique,walt,0.9549325704574585
5,musique,bal,0.9544111490249634
5,musique,sonore,0.9543351531028748
5,musique,moderne,0.9536461234092712
5,musique,thème,0.9536373019218445
5,musique,présence,0.9536193609237671
5,musique,distribution,0.9528160691261292
5,musique,artistique,0.9528135657310486
5,musique,forme,0.952500581741333
5,musique,réalisée,0.9520907402038574
0,culture,fonction,0.9857176542282104
0,culture,communauté,0.9845710396766663
0,culture,discussion,0.9845497012138367
0,culture,économie,0.984187126159668
0,culture,agglomération,0.984153151512146
0,culture,application,0.9836441278457642
0,culture,réforme,0.9834348559379578
0,culture,budget,0.9823529720306396
0,culture,inspection,0.9808959364891052
0,culture,parlement,0.9793986082077026
0,culture,fonds,0.9788647890090942
0,culture,sécurité,0.9785010814666748
0,culture,échanges,0.9782152771949768
0,culture,transports,0.9780458807945251
0,culture,comprend,0.9775124788284302
0,culture,procédure,0.9773769378662109
0,culture,com,0.9770459532737732
0,culture,bâtiments,0.9770271182060242
0,culture,dos,0.9769490957260132
0,culture,écrivains,0.9768952131271362
1,culture,lyrique,0.9593280553817749
1,culture,france,0.94089674949646
1,culture,blues,0.9383072853088379
1,culture,inter,0.9374106526374817
1,culture,jeux,0.9286354184150696
1,culture,opéra,0.9256302118301392
1,culture,culturel,0.9252102375030518
1,culture,and,0.9239347577095032
1,culture,concerts,0.9200115203857422
1,culture,entretien,0.9122215509414673
1,culture,varietes,0.9079692363739014
1,culture,radiophonique,0.905424177646637
1,culture,liberté,0.901055097579956
1,culture,festival,0.8989779353141785
1,culture,bel,0.8982527256011963
1,culture,morceaux,0.8972928524017334
1,culture,theatre,0.8964517116546631
1,culture,musicale,0.8961943984031677
1,culture,sottens,0.8958195447921753
1,culture,jazz,0.8890442252159119
3,culture,admirable,0.9949495196342468
3,culture,fols,0.9946781396865845
3,culture,émouvante,0.994376540184021
3,culture,longue,0.9943484663963318
3,culture,civilisation,0.9943453073501587
3,culture,excellente,0.993830680847168
3,culture,exceptionnelle,0.9937990307807922
3,culture,romantique,0.9935882091522217
3,culture,unité,0.9934930205345154
3,culture,leçon,0.9934744238853455
3,culture,influence,0.9933422803878784
3,culture,méthode,0.9933234453201294
3,culture,remarque,0.9932733178138733
3,culture,réflexion,0.993158757686615
3,culture,position,0.9929950833320618
3,culture,tentative,0.9929290413856506
3,culture,évocation,0.9928595423698425
3,culture,sienne,0.9928436875343323
3,culture,violente,0.9927929043769836
3,culture,ironie,0.9927510619163513
4,culture,direct,0.9773634672164917
4,culture,avignon,0.969250500202179
4,culture,france,0.9628356695175171
4,culture,livre,0.9557905197143555
4,culture,musiciens,0.9457703232765198
4,culture,jeu,0.9443978071212769
4,culture,légère,0.944317638874054
4,culture,jazz,0.9388051629066467
4,culture,radiophonique,0.9383636116981506
4,culture,tension,0.9381967782974243
4,culture,sottens,0.9379587769508362
4,culture,danse,0.9358813762664795
4,culture,mélodies,0.9344015121459961
4,culture,musique,0.930202305316925
4,culture,light,0.9300553202629089
4,culture,intermezzo,0.9300260543823242
4,culture,orgue,0.9296836256980896
4,culture,opérettes,0.9294983148574829
4,culture,folklore,0.9274911284446716
4,culture,allemande,0.9267556667327881
5,culture,médecins,0.9915876388549805
5,culture,chœurs,0.991043746471405
5,culture,enghien,0.9905728101730347
5,culture,musées,0.9905096888542175
5,culture,carnet,0.9900844097137451
5,culture,cimaises,0.9900277256965637
5,culture,foire,0.9899101853370667
5,culture,editions,0.9893063902854919
5,culture,theatre,0.9886401891708374
5,culture,recher,0.9880535006523132
5,culture,institut,0.9875682592391968
5,culture,location,0.9875510931015015
5,culture,académies,0.987394392490387
5,culture,hohner,0.9871861934661865
5,culture,régionaux,0.9871746897697449
5,culture,récollectines,0.9868528246879578
5,culture,auspices,0.9868162274360657
5,culture,voûtes,0.9867821335792542
5,culture,luxembourgeois,0.9867334961891174
5,culture,som,0.9866244792938232
0,violence,pousse,0.994422435760498
0,violence,pensé,0.9941903352737427
0,violence,accent,0.9938827157020569
0,violence,keaner,0.9936255216598511
0,violence,comprends,0.9930980205535889
0,violence,tendresse,0.9930664300918579
0,violence,égal,0.9926096200942993
0,violence,sévère,0.9925317764282227
0,violence,exige,0.9922647476196289
0,violence,passion,0.9920600652694702
0,violence,naturel,0.9917395710945129
0,violence,désir,0.9916002750396729
0,violence,fantaisie,0.9913902878761292
0,violence,réelle,0.9911920428276062
0,violence,mépris,0.9911187291145325
0,violence,mats,0.9910978078842163
0,violence,horreur,0.9910743832588196
0,violence,obstacle,0.9909997582435608
0,violence,élément,0.9909524321556091
0,violence,profond,0.9908255934715271
1,violence,annonces,0.9968685507774353
1,violence,citons,0.9968434572219849
1,violence,alimentation,0.9966751337051392
1,violence,comédiens,0.9965131282806396
1,violence,hemerijckx,0.9964885711669922
1,violence,émouvant,0.9964884519577026
1,violence,classe,0.9964487552642822
1,violence,défense,0.996431827545166
1,violence,campagne,0.996405303478241
1,violence,chargé,0.9963445067405701
1,violence,course,0.9963238835334778
1,violence,gros,0.9963158369064331
1,violence,leehner,0.9962992668151855
1,violence,manifestations,0.9962851405143738
1,violence,fixé,0.9962815046310425
1,violence,énorme,0.9962761998176575
1,violence,chère,0.9962753653526306
1,violence,quarante,0.9962646961212158
1,violence,fais,0.9962387084960938
1,violence,militaires,0.9961861371994019
2,violence,folle,0.9979704022407532
2,violence,mau,0.9977728128433228
2,violence,plumes,0.9977666139602661
2,violence,mur,0.9975826740264893
2,violence,péril,0.9975768327713013
2,violence,destin,0.9975751042366028
2,violence,cri,0.9975561499595642
2,violence,pir0n,0.9975377321243286
2,violence,emporte,0.9975336790084839
2,violence,grises,0.9975087642669678
2,violence,mogambo,0.9975041151046753
2,violence,ballon,0.997488260269165
2,violence,hulot,0.997435450553894
2,violence,angoisse,0.9973698854446411
2,violence,haie,0.9973427057266235
2,violence,abattre,0.9972858428955078
2,violence,sainte,0.997263491153717
2,violence,terreur,0.9972521662712097
2,violence,day,0.997231125831604
2,violence,docteur,0.9972310066223145
3,violence,règle,0.9965344071388245
3,violence,normal,0.9960867166519165
3,violence,continue,0.9958045482635498
3,violence,faible,0.9953242540359497
3,violence,traité,0.9952213168144226
3,violence,absolument,0.9950327277183533
3,violence,sentir,0.9949021935462952
3,violence,sérieux,0.9948484301567078
3,violence,inventé,0.9947317838668823
3,violence,physique,0.9947162866592407
3,violence,pittoresque,0.9947049021720886
3,violence,douceur,0.9946593046188354
3,violence,romantisme,0.9945470094680786
3,violence,triomphe,0.9944811463356018
3,violence,oublie,0.9944568872451782
3,violence,vanité,0.9943975210189819
3,violence,regarde,0.9943302273750305
3,violence,ennui,0.994242787361145
3,violence,but,0.9942381381988525
3,violence,danger,0.9941921234130859
4,violence,dan,0.9959245324134827
4,violence,répit,0.9959211945533752
4,violence,supplémentaire,0.9956862926483154
4,violence,dangereux,0.995677649974823
4,violence,cordy,0.9956501722335815
4,violence,sidney,0.9956311583518982
4,violence,couple,0.9954434633255005
4,violence,vis,0.9954289793968201
4,violence,spéciaux,0.9954077005386353
4,violence,commande,0.9953908920288086
4,violence,bête,0.9953688383102417
4,violence,corde,0.995343029499054
4,violence,pavés,0.9953218102455139
4,violence,béru,0.9953188300132751
4,violence,défi,0.9952882528305054
4,violence,aznavour,0.9952847957611084
4,violence,walt,0.995257556438446
4,violence,arrêt,0.9952497482299805
4,violence,destin,0.9952332377433777
4,violence,idéal,0.9952080845832825
5,violence,cirque,0.9968135356903076
5,violence,entourent,0.9966327548027039
5,violence,héritage,0.9964021444320679
5,violence,fenêtre,0.9963557720184326
5,violence,pèsent,0.9962804913520813
5,violence,révéler,0.9962104558944702
5,violence,prestige,0.996155858039856
5,violence,terrasse,0.9961442947387695
5,violence,tint,0.9961331486701965
5,violence,mesurer,0.9961174130439758
5,violence,exprime,0.9961057305335999
5,violence,magnifique,0.9960918426513672
5,violence,sacrée,0.9960759282112122
5,violence,sourcils,0.996069073677063
5,violence,ondes,0.9960566759109497
5,violence,démarche,0.9959815740585327
5,violence,chapitre,0.9959771037101746
5,violence,bonté,0.9959585070610046
5,violence,commença,0.9959461688995361
5,violence,européen,0.9959399104118347
