cluster,word1,word2,similarity
4,procès,justice,0.9892330169677734
5,procès,justice,0.9755644798278809
0,procès,homme,0.6855632066726685
1,procès,homme,0.870265781879425
2,procès,homme,0.8842387199401855
3,procès,homme,0.8171326518058777
4,procès,homme,0.8749446868896484
5,procès,homme,0.7765908241271973
0,procès,musique,0.8893698453903198
1,procès,musique,0.6064687371253967
2,procès,musique,0.9709009528160095
3,procès,musique,0.9230216145515442
4,procès,musique,0.6700102090835571
5,procès,musique,0.9348216652870178
0,procès,culture,0.9049072265625
1,procès,culture,0.640323281288147
3,procès,culture,0.9881153702735901
4,procès,culture,0.7058746814727783
5,procès,culture,0.9505218267440796
0,procès,violence,0.8850796222686768
1,procès,violence,0.99248206615448
2,procès,violence,0.99445641040802
3,procès,violence,0.989992618560791
4,procès,violence,0.989629328250885
5,procès,violence,0.9914973378181458
0,accusation,sorcière,0.8764816522598267
3,accusation,sorcière,0.9202405214309692
4,accusation,sorcière,0.9401534199714661
5,accusation,sorcière,0.8568803071975708
0,accusation,sorcellerie,0.95783531665802
3,accusation,sorcellerie,0.9944427013397217
5,accusation,sorcellerie,0.9961679577827454
0,accusation,femme,0.7734911441802979
3,accusation,femme,0.8008102178573608
4,accusation,femme,0.63782799243927
5,accusation,femme,0.7450456619262695
0,accusation,procès,0.9392883777618408
3,accusation,procès,0.9578574895858765
4,accusation,procès,0.9905663728713989
5,accusation,procès,0.9900137186050415
0,accusation,justice,0.8855951428413391
3,accusation,justice,0.9498472809791565
4,accusation,justice,0.9812533855438232
5,accusation,justice,0.9655114412307739
0,accusation,homme,0.7853075861930847
3,accusation,homme,0.750599205493927
4,accusation,homme,0.8836401104927063
5,accusation,homme,0.7679291367530823
0,accusation,musique,0.9641748666763306
3,accusation,musique,0.9855122566223145
4,accusation,musique,0.637137770652771
5,accusation,musique,0.913907527923584
0,accusation,culture,0.9324070811271667
3,accusation,culture,0.9723160862922668
4,accusation,culture,0.6675515174865723
5,accusation,culture,0.9585574269294739
0,accusation,violence,0.9763190746307373
3,accusation,violence,0.9513963460922241
4,accusation,violence,0.9900733232498169
5,accusation,violence,0.9881998300552368
0,justice,sorcière,0.671133279800415
1,justice,sorcière,0.8289927840232849
2,justice,sorcière,0.8676624298095703
3,justice,sorcière,0.9077809453010559
4,justice,sorcière,0.9242507815361023
5,justice,sorcière,0.897468626499176
0,justice,sorcellerie,0.8717557191848755
3,justice,sorcellerie,0.9654415249824524
5,justice,sorcellerie,0.9616098403930664
0,justice,femme,0.5577948689460754
1,justice,femme,0.6425478458404541
2,justice,femme,0.9390418529510498
3,justice,femme,0.841158390045166
4,justice,femme,0.6163245439529419
5,justice,femme,0.7940680384635925
0,justice,procès,0.9019519686698914
1,justice,procès,0.9888802170753479
2,justice,procès,0.9908237457275391
3,justice,procès,0.9897806644439697
4,justice,procès,0.9892330169677734
5,justice,procès,0.9755644798278809
0,justice,accusation,0.8855951428413391
3,justice,accusation,0.9498472809791565
4,justice,accusation,0.9812533855438232
5,justice,accusation,0.9655114412307739
0,justice,homme,0.5584073662757874
1,justice,homme,0.8745871782302856
2,justice,homme,0.8814368844032288
3,justice,homme,0.7948831915855408
4,justice,homme,0.8711224794387817
5,justice,homme,0.8322315216064453
0,justice,musique,0.843100905418396
1,justice,musique,0.6750510334968567
2,justice,musique,0.9867146611213684
3,justice,musique,0.9173809289932251
4,justice,musique,0.6835170984268188
5,justice,musique,0.9182748198509216
0,justice,culture,0.9341626167297363
1,justice,culture,0.6869480609893799
3,justice,culture,0.9775867462158203
4,justice,culture,0.727739691734314
5,justice,culture,0.8936248421669006
0,justice,violence,0.8049973845481873
1,justice,violence,0.9880123138427734
2,justice,violence,0.989992082118988
3,justice,violence,0.9934899806976318
4,justice,violence,0.9861671924591064
5,justice,violence,0.984585165977478
0,homme,sorcière,0.8782251477241516
1,homme,sorcière,0.8930376768112183
2,homme,sorcière,0.9466519355773926
3,homme,sorcière,0.8387211561203003
4,homme,sorcière,0.8963868618011475
5,homme,sorcière,0.9254240989685059
0,homme,sorcellerie,0.7333241105079651
3,homme,sorcellerie,0.7560386657714844
5,homme,sorcellerie,0.7776716947555542
0,homme,femme,0.8871580362319946
1,homme,femme,0.6131973266601562
2,homme,femme,0.8649765849113464
3,homme,femme,0.8886741399765015
4,homme,femme,0.610385537147522
5,homme,femme,0.9201360940933228
0,homme,procès,0.6855632066726685
1,homme,procès,0.870265781879425
2,homme,procès,0.8842387199401855
3,homme,procès,0.8171326518058777
4,homme,procès,0.8749446868896484
5,homme,procès,0.7765908241271973
0,homme,accusation,0.7853075861930847
3,homme,accusation,0.750599205493927
4,homme,accusation,0.8836401104927063
5,homme,accusation,0.7679291367530823
0,homme,justice,0.5584073662757874
1,homme,justice,0.8745871782302856
2,homme,justice,0.8814368844032288
3,homme,justice,0.7948831915855408
4,homme,justice,0.8711224794387817
5,homme,justice,0.8322315216064453
0,homme,musique,0.7707762718200684
1,homme,musique,0.5721212029457092
2,homme,musique,0.8177130222320557
3,homme,musique,0.7255144119262695
4,homme,musique,0.49493518471717834
5,homme,musique,0.7464991211891174
0,homme,culture,0.617547869682312
1,homme,culture,0.6163683533668518
3,homme,culture,0.7943477630615234
4,homme,culture,0.5816727876663208
5,homme,culture,0.5919741988182068
0,homme,violence,0.8414989709854126
1,homme,violence,0.8522825837135315
2,homme,violence,0.9158550500869751
3,homme,violence,0.8089121580123901
4,homme,violence,0.8646754622459412
5,homme,violence,0.8105985522270203
0,musique,sorcière,0.9005933403968811
1,musique,sorcière,0.4335766136646271
2,musique,sorcière,0.7925529479980469
3,musique,sorcière,0.902411699295044
4,musique,sorcière,0.5601620078086853
5,musique,sorcière,0.895558774471283
0,musique,sorcellerie,0.9636597037315369
3,musique,sorcellerie,0.9765225052833557
5,musique,sorcellerie,0.9225466251373291
0,musique,femme,0.7881965637207031
1,musique,femme,0.45205315947532654
2,musique,femme,0.9208793044090271
3,musique,femme,0.770573616027832
4,musique,femme,0.341370552778244
5,musique,femme,0.7561289072036743
0,musique,procès,0.8893698453903198
1,musique,procès,0.6064687371253967
2,musique,procès,0.9709009528160095
3,musique,procès,0.9230216145515442
4,musique,procès,0.6700102090835571
5,musique,procès,0.9348216652870178
0,musique,accusation,0.9641748666763306
3,musique,accusation,0.9855122566223145
4,musique,accusation,0.637137770652771
5,musique,accusation,0.913907527923584
0,musique,justice,0.843100905418396
1,musique,justice,0.6750510334968567
2,musique,justice,0.9867146611213684
3,musique,justice,0.9173809289932251
4,musique,justice,0.6835170984268188
5,musique,justice,0.9182748198509216
0,musique,homme,0.7707762718200684
1,musique,homme,0.5721212029457092
2,musique,homme,0.8177130222320557
3,musique,homme,0.7255144119262695
4,musique,homme,0.49493518471717834
5,musique,homme,0.7464991211891174
0,musique,culture,0.8843726515769958
1,musique,culture,0.839398980140686
3,musique,culture,0.9394291639328003
4,musique,culture,0.9302023649215698
5,musique,culture,0.8763512372970581
0,musique,violence,0.9626616835594177
1,musique,violence,0.6189165115356445
2,musique,violence,0.9648188352584839
3,musique,violence,0.9225181937217712
4,musique,violence,0.6315046548843384
5,musique,violence,0.9366800785064697
0,culture,sorcière,0.7020184993743896
1,culture,sorcière,0.42879003286361694
3,culture,sorcière,0.9452800750732422
4,culture,sorcière,0.6463186740875244
5,culture,sorcière,0.7304782867431641
0,culture,sorcellerie,0.9302223920822144
3,culture,sorcellerie,0.9785224795341492
5,culture,sorcellerie,0.9524708986282349
0,culture,femme,0.578226625919342
1,culture,femme,0.3362176716327667
3,culture,femme,0.8522254228591919
4,culture,femme,0.4096566438674927
5,culture,femme,0.5902434587478638
0,culture,procès,0.9049072265625
1,culture,procès,0.640323281288147
3,culture,procès,0.9881153702735901
4,culture,procès,0.7058746814727783
5,culture,procès,0.9505218267440796
0,culture,accusation,0.9324070811271667
3,culture,accusation,0.9723160862922668
4,culture,accusation,0.6675515174865723
5,culture,accusation,0.9585574269294739
0,culture,justice,0.9341626167297363
1,culture,justice,0.6869480609893799
3,culture,justice,0.9775867462158203
4,culture,justice,0.727739691734314
5,culture,justice,0.8936248421669006
0,culture,homme,0.617547869682312
1,culture,homme,0.6163683533668518
3,culture,homme,0.7943477630615234
4,culture,homme,0.5816727876663208
5,culture,homme,0.5919741988182068
0,culture,musique,0.8843726515769958
1,culture,musique,0.839398980140686
3,culture,musique,0.9394291639328003
4,culture,musique,0.9302023649215698
5,culture,musique,0.8763512372970581
0,culture,violence,0.8844796419143677
1,culture,violence,0.634434163570404
3,culture,violence,0.9774492383003235
4,culture,violence,0.6596105098724365
5,culture,violence,0.9382524490356445
0,violence,sorcière,0.9046170711517334
1,violence,sorcière,0.8261643648147583
2,violence,sorcière,0.9103101491928101
3,violence,sorcière,0.9122810363769531
4,violence,sorcière,0.9260292053222656
5,violence,sorcière,0.8965370655059814
0,violence,sorcellerie,0.9479324817657471
3,violence,sorcellerie,0.9644672274589539
5,violence,sorcellerie,0.9880027770996094
0,violence,femme,0.8057917356491089
1,violence,femme,0.6374328136444092
2,violence,femme,0.932590126991272
3,violence,femme,0.8450764417648315
4,violence,femme,0.6378505825996399
5,violence,femme,0.7881654500961304
0,violence,procès,0.8850796222686768
1,violence,procès,0.99248206615448
2,violence,procès,0.99445641040802
3,violence,procès,0.989992618560791
4,violence,procès,0.989629328250885
5,violence,procès,0.9914973378181458
0,violence,accusation,0.9763190746307373
3,violence,accusation,0.9513963460922241
4,violence,accusation,0.9900733232498169
5,violence,accusation,0.9881998300552368
0,violence,justice,0.8049973845481873
1,violence,justice,0.9880123138427734
2,violence,justice,0.989992082118988
3,violence,justice,0.9934899806976318
4,violence,justice,0.9861671924591064
5,violence,justice,0.984585165977478
0,violence,homme,0.8414989709854126
1,violence,homme,0.8522825837135315
2,violence,homme,0.9158550500869751
3,violence,homme,0.8089121580123901
4,violence,homme,0.8646754622459412
5,violence,homme,0.8105985522270203
0,violence,musique,0.9626616835594177
1,violence,musique,0.6189165115356445
2,violence,musique,0.9648188352584839
3,violence,musique,0.9225181937217712
4,violence,musique,0.6315046548843384
5,violence,musique,0.9366800785064697
0,violence,culture,0.8844796419143677
1,violence,culture,0.634434163570404
3,violence,culture,0.9774492383003235
4,violence,culture,0.6596105098724365
5,violence,culture,0.9382524490356445
